epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,8542.35,0.93754,0.8117,1.34998,0.87725,0.74695,0.81418,0.5651,1.23578,0.9237,1.62317,0.004357,0.004357,0.004357
173,8592.33,0.95943,0.81897,1.36005,0.85695,0.77002,0.81176,0.56522,1.24007,0.92047,1.62104,0.004324,0.004324,0.004324
174,8642.43,0.95344,0.81857,1.36149,0.85878,0.76002,0.81436,0.56629,1.24129,0.91787,1.62302,0.004291,0.004291,0.004291
175,8692.85,0.93906,0.80545,1.34548,0.85644,0.75827,0.81321,0.5631,1.24655,0.92665,1.63185,0.004258,0.004258,0.004258
176,8742.99,0.95737,0.82062,1.35686,0.87331,0.74078,0.8095,0.56433,1.24329,0.92867,1.62606,0.004225,0.004225,0.004225
177,8793.14,0.94529,0.80415,1.3444,0.87385,0.74126,0.80937,0.56425,1.24408,0.93239,1.62573,0.004192,0.004192,0.004192
178,8843.13,0.94366,0.79679,1.34547,0.8585,0.75897,0.81367,0.56516,1.238,0.91971,1.61905,0.004159,0.004159,0.004159
179,8893.19,0.93857,0.82285,1.34933,0.85703,0.75994,0.81306,0.56301,1.24113,0.92549,1.62429,0.004126,0.004126,0.004126
180,8943.11,0.942,0.80775,1.34815,0.86611,0.75509,0.81367,0.56632,1.23859,0.91504,1.61852,0.004093,0.004093,0.004093
181,8992.97,0.93114,0.79989,1.34083,0.86874,0.75526,0.81668,0.56761,1.23856,0.91221,1.62022,0.00406,0.00406,0.00406
182,9043.3,0.94085,0.79911,1.34958,0.87292,0.75866,0.81955,0.56849,1.23896,0.90735,1.62402,0.004027,0.004027,0.004027
183,9093.25,0.93547,0.81398,1.34715,0.87076,0.7555,0.81302,0.56893,1.23982,0.91411,1.63015,0.003994,0.003994,0.003994
184,9143.56,0.93039,0.79702,1.3379,0.86823,0.75296,0.81656,0.57056,1.23309,0.91548,1.6261,0.003961,0.003961,0.003961
185,9193.83,0.94607,0.79669,1.34282,0.86149,0.76335,0.81853,0.56969,1.23389,0.91825,1.6274,0.003928,0.003928,0.003928
