epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,1751.13,1.14776,1.16223,1.51809,0.77401,0.64993,0.705,0.4669,1.35782,1.22418,1.70955,0.007459,0.007459,0.007459
79,1776.17,1.1559,1.16703,1.52231,0.7974,0.64625,0.70525,0.47097,1.36696,1.21155,1.70632,0.007426,0.007426,0.007426
80,1800.96,1.15753,1.17115,1.52729,0.81965,0.64299,0.71801,0.46828,1.40656,1.21617,1.72735,0.007393,0.007393,0.007393
81,1826.09,1.14771,1.16007,1.52477,0.81482,0.65105,0.71733,0.46862,1.39684,1.1899,1.71911,0.00736,0.00736,0.00736
82,1847.73,1.1488,1.1533,1.51715,0.7919,0.64155,0.70063,0.47144,1.36019,1.24064,1.69808,0.007327,0.007327,0.007327
83,1870.39,1.13066,1.1429,1.51123,0.80243,0.65083,0.71412,0.46802,1.37438,1.20135,1.70742,0.007294,0.007294,0.007294
84,1895.39,1.15701,1.14735,1.51872,0.8464,0.63917,0.71666,0.4763,1.36963,1.22148,1.69239,0.007261,0.007261,0.007261
85,1918.4,1.16173,1.15165,1.52096,0.83665,0.64963,0.72163,0.47224,1.37483,1.18072,1.71018,0.007228,0.007228,0.007228
86,1939.71,1.13249,1.1342,1.51086,0.8077,0.65762,0.71507,0.47036,1.39416,1.25332,1.71991,0.007195,0.007195,0.007195
87,1964.05,1.14444,1.15492,1.52309,0.79314,0.65523,0.71455,0.47709,1.33441,1.18783,1.65879,0.007162,0.007162,0.007162
88,1988.22,1.13255,1.13045,1.50186,0.8152,0.68131,0.72674,0.48248,1.35043,1.17149,1.68915,0.007129,0.007129,0.007129
89,2009.41,1.14286,1.1384,1.50896,0.80065,0.67589,0.7271,0.48646,1.36641,1.18759,1.69419,0.007096,0.007096,0.007096
90,2032.56,1.10887,1.08776,1.49026,0.8256,0.64531,0.72207,0.48341,1.33086,1.16989,1.65628,0.007063,0.007063,0.007063
91,2057.95,1.14254,1.12314,1.50209,0.81764,0.67215,0.72632,0.47244,1.3662,1.21037,1.67713,0.00703,0.00703,0.00703
92,2082.71,1.12414,1.10788,1.50564,0.80613,0.65801,0.72293,0.47842,1.34627,1.16312,1.67974,0.006997,0.006997,0.006997
93,2107.25,1.12605,1.11972,1.49917,0.8339,0.64948,0.72184,0.48678,1.32206,1.22188,1.65661,0.006964,0.006964,0.006964
94,2132.25,1.11691,1.09634,1.48842,0.82218,0.65655,0.72147,0.48755,1.32955,1.15603,1.65707,0.006931,0.006931,0.006931
95,2154.19,1.11715,1.10249,1.49779,0.82453,0.65874,0.73062,0.49924,1.30182,1.1466,1.63564,0.006898,0.006898,0.006898
96,2176.7,1.12247,1.10117,1.49401,0.8242,0.67092,0.73381,0.4945,1.34807,1.14187,1.671,0.006865,0.006865,0.006865
97,2201.74,1.10688,1.08927,1.49095,0.81885,0.68368,0.74434,0.5045,1.3423,1.14082,1.67145,0.006832,0.006832,0.006832
98,2226.24,1.13182,1.10817,1.4969,0.82815,0.66016,0.73311,0.49264,1.35058,1.15461,1.6742,0.006799,0.006799,0.006799
99,2248.71,1.10862,1.08151,1.4771,0.83727,0.65501,0.73419,0.50189,1.30758,1.13265,1.64054,0.006766,0.006766,0.006766
100,2270.94,1.11646,1.10093,1.48733,0.82105,0.66105,0.73309,0.49936,1.31226,1.13499,1.6503,0.006733,0.006733,0.006733
101,2295.79,1.10231,1.06995,1.47686,0.81004,0.68486,0.73778,0.50284,1.30571,1.12059,1.63851,0.0067,0.0067,0.0067
102,2316.95,1.12094,1.08426,1.48484,0.7931,0.6764,0.72995,0.49774,1.32417,1.12933,1.65666,0.006667,0.006667,0.006667
103,2338.24,1.10444,1.0805,1.47769,0.83188,0.68702,0.74689,0.50751,1.30328,1.08518,1.63875,0.006634,0.006634,0.006634
104,2359.53,1.09989,1.06997,1.47607,0.85981,0.66844,0.74462,0.49775,1.35086,1.13247,1.66957,0.006601,0.006601,0.006601
105,2380.77,1.09581,1.0747,1.47466,0.79783,0.68632,0.74156,0.50195,1.31065,1.14038,1.64125,0.006568,0.006568,0.006568
106,2402.01,1.09777,1.06586,1.48034,0.82035,0.69584,0.74002,0.50205,1.31251,1.12067,1.63253,0.006535,0.006535,0.006535
107,2423.27,1.08279,1.0551,1.46589,0.84667,0.67363,0.74252,0.50485,1.31013,1.12356,1.64286,0.006502,0.006502,0.006502
108,2444.61,1.099,1.06789,1.47424,0.83129,0.67613,0.74452,0.5056,1.30127,1.11644,1.62908,0.006469,0.006469,0.006469
109,2465.88,1.09377,1.04905,1.46753,0.7802,0.70497,0.74492,0.49622,1.32161,1.11643,1.64053,0.006436,0.006436,0.006436
110,2487.23,1.08693,1.03681,1.46346,0.85547,0.67303,0.75099,0.50845,1.279,1.08696,1.6084,0.006403,0.006403,0.006403
111,2508.55,1.08129,1.04284,1.47266,0.86174,0.67672,0.74729,0.50682,1.28606,1.08876,1.61157,0.00637,0.00637,0.00637
112,2529.75,1.0956,1.05024,1.46964,0.8191,0.69701,0.75028,0.50678,1.31249,1.09609,1.62776,0.006337,0.006337,0.006337
113,2551,1.0871,1.03751,1.46552,0.81525,0.69828,0.75494,0.51516,1.28053,1.0761,1.61562,0.006304,0.006304,0.006304
114,2572.22,1.08226,1.03574,1.45098,0.82458,0.69058,0.74756,0.5047,1.30155,1.10885,1.62307,0.006271,0.006271,0.006271
115,2593.42,1.09342,1.04687,1.46783,0.82591,0.70691,0.75442,0.51349,1.29522,1.08744,1.62773,0.006238,0.006238,0.006238
